,value,label
535,The Real Greek Marylebone,The Real Greek Marylebone
11413,The Real Greek Westfield London,The Real Greek Westfield London
5739,"The Real Greek, Muswell Hill","The Real Greek, Muswell Hill"
7014,The Red Bar,The Red Bar
3527,The Red Fort,The Red Fort
7536,The Red Herring,The Red Herring
3166,The Red Lion,The Red Lion
6529,The Red Lion & Pineapple,The Red Lion & Pineapple
2962,The Red Lion N16,The Red Lion N16
10509,The Refectory at Southwark Cathedral,The Refectory at Southwark Cathedral
11382,The Refinery Bar & Restaurant,The Refinery Bar & Restaurant
9022,The Refinery CityPoint Bar & Restaurant,The Refinery CityPoint Bar & Restaurant
8365,The Refinery New Street Square Bar & Restaurant,The Refinery New Street Square Bar & Restaurant
5018,The Refinery at Regents Place Bar & Restaurant,The Refinery at Regents Place Bar & Restaurant
10492,The Regent,The Regent
7643,The Regent Pub,The Regent Pub
10112,The Regents Bar And Kitchen,The Regents Bar And Kitchen
8965,The Reliance,The Reliance
1478,The Remedy Wine Bar and Kitchen,The Remedy Wine Bar and Kitchen
11260,The Restaurant,The Restaurant
4669,The Restaurant at Sanderson,The Restaurant at Sanderson
5536,The Restaurant at St Paul's,The Restaurant at St Paul's
6957,The Restaurant at the Wyndham Grand,The Restaurant at the Wyndham Grand
9330,The Resting Hare,The Resting Hare
3910,"The Rex Whistler Restaurant, Tate Britain","The Rex Whistler Restaurant, Tate Britain"
8633,The Rib Man,The Rib Man
425,The Rib Room Bar & Restaurant,The Rib Room Bar & Restaurant
3144,The Riding House Cafe,The Riding House Cafe
4558,The Ring,The Ring
686,The Rising Sun,The Rising Sun
1973,The Rising Sun Pub,The Rising Sun Pub
7190,The Rising Sun eltham,The Rising Sun eltham
8041,The Ritz,The Ritz
1388,The Ritz Club,The Ritz Club
55,The Ritz Hotel Restaurant,The Ritz Hotel Restaurant
9729,The Ritzy,The Ritzy
3111,The River Cafe,The River Cafe
9227,The River Terrace Cafe at Somerset House,The River Terrace Cafe at Somerset House
11557,The Riverfront Bar & Kitchen,The Riverfront Bar & Kitchen
11463,The Riverside,The Riverside
8992,The Rochester Castle,The Rochester Castle
1889,The Rocket,The Rocket
11193,The Rocket in Euston,The Rocket in Euston
10113,The Rockingham Arms,The Rockingham Arms
5750,The Roebuck,The Roebuck
4902,"The Roebuck, Chiswick","The Roebuck, Chiswick"
3808,The Rooftop,The Rooftop
5460,The Rookery,The Rookery
7924,The Rookery Cafe,The Rookery Cafe
8110,The Room,The Room
4008,The Rose,The Rose
1295,The Rose & Crown,The Rose & Crown
5522,The Rose Lounge,The Rose Lounge
5988,The Rose Pub & Kitchen,The Rose Pub & Kitchen
5582,The Rose Public House,The Rose Public House
5055,The Rose and Crown,The Rose and Crown
583,"The Rosebery Lounge at Mandarin Oriental Hyde Park, London","The Rosebery Lounge at Mandarin Oriental Hyde Park, London"
6116,The Rosemary,The Rosemary
5490,The Round House,The Round House
5942,The Roundhouse,The Roundhouse
1521,The Royal Air Force Club,The Royal Air Force Club
7829,The Royal Albert,The Royal Albert
1050,The Royal Automobile Club,The Royal Automobile Club
7370,The Royal George,The Royal George
10580,The Royal Harvester,The Royal Harvester
1100,The Royal Oak,The Royal Oak
5425,The Royal Oak Pub,The Royal Oak Pub
11191,The Royal Quarter Cafe,The Royal Quarter Cafe
2896,The Royal Standard,The Royal Standard
11045,The Royals,The Royals
7177,The Rugby Tavern,The Rugby Tavern
3417,The Rum Kitchen,The Rum Kitchen
8546,The Runner Bar and Green's Restaurant,The Runner Bar and Green's Restaurant
5537,The Running Horse,The Running Horse
10264,The Rye,The Rye
1648,The Rylston,The Rylston
9968,The SSE Arena Wembley Restaurant,The SSE Arena Wembley Restaurant
11093,The Sail Loft,The Sail Loft
6250,The Saint,The Saint
3662,The Salisbury,The Salisbury
10229,The Salisbury Arms,The Salisbury Arms
6123,The Salisbury Hotel,The Salisbury Hotel
4877,The Salt House,The Salt House
7293,The Salusbury Foodstore,The Salusbury Foodstore
10354,The Salusbury Pub,The Salusbury Pub
6594,The Salutation,The Salutation
6166,The Sampler,The Sampler
4565,The Sands End,The Sands End
2550,The Sandwich Shop,The Sandwich Shop
943,The Savannah Bar & Restaurant,The Savannah Bar & Restaurant
2861,The Savoy Grill,The Savoy Grill
4810,The Sawyers Arms Restaurant,The Sawyers Arms Restaurant
514,The Scarsdale Tavern,The Scarsdale Tavern
8313,The Scene at The World's End,The Scene at The World's End
925,The Schoolhouse,The Schoolhouse
6984,The Scolt Head,The Scolt Head
6748,The Scullery Cafe,The Scullery Cafe
3491,The Sea Shell Of Lisson Grove,The Sea Shell Of Lisson Grove
2921,The Second Wife,The Second Wife
10090,The Sekara Restaurant,The Sekara Restaurant
5968,The Selfridges Kitchen On 4,The Selfridges Kitchen On 4
5520,The Selkirk SW17,The Selkirk SW17
2617,The Shaftesbury Tavern,The Shaftesbury Tavern
7953,The Shahi Nan Kabab,The Shahi Nan Kabab
11611,The Shakespeare,The Shakespeare
10208,The Shakespeare Barbican,The Shakespeare Barbican
7132,The Shan State,The Shan State
7449,The Shaston Arms,The Shaston Arms
299,The Shed,The Shed
3161,The Sherlock Holmes Public House & Restaurant,The Sherlock Holmes Public House & Restaurant
1255,The Ship,The Ship
4302,The Ship - Wandsworth,The Ship - Wandsworth
218,The Ship Tavern,The Ship Tavern
1649,The Ship and Whale,The Ship and Whale
1263,The Ship of Adventures,The Ship of Adventures
2955,The Ship's Galley,The Ship's Galley
10681,The Shipwrights,The Shipwrights
1498,The Shrub and Shutter,The Shrub and Shutter
6139,The Sichuan,The Sichuan
9385,The Signal Pub,The Signal Pub
11379,The Silver Cross,The Silver Cross
5457,The Sindercombe Social,The Sindercombe Social
8624,The Singha Express,The Singha Express
1085,The Sipping Room,The Sipping Room
9190,The Sir Alexander Fleming,The Sir Alexander Fleming
8968,The Sir Alfred Hitchcock Hotel,The Sir Alfred Hitchcock Hotel
6350,The Sir Christopher Hatton,The Sir Christopher Hatton
6270,The Sir John Balcombe,The Sir John Balcombe
6248,The Sir John Hawkshaw,The Sir John Hawkshaw
6013,The Sir Michael Balcon,The Sir Michael Balcon
5588,The Sir john Oldcastle,The Sir john Oldcastle
361,The Sitara,The Sitara
9570,The Slaughtered Lamb,The Slaughtered Lamb
9154,The Slug and Lettuce,The Slug and Lettuce
7859,The Smugglers Cafe,The Smugglers Cafe
1739,The Smugglers Tavern,The Smugglers Tavern
6972,The Snooty Fox Pub,The Snooty Fox Pub
6020,The Social,The Social
8573,The Soho Bar,The Soho Bar
1202,The Southampton Arms,The Southampton Arms
11274,The Spaniards Inn,The Spaniards Inn
11549,The Spanish Galleon,The Spanish Galleon
5029,The Sparrowhawk,The Sparrowhawk
1770,The Speaker,The Speaker
9806,The Spencer,The Spencer
819,The Spice Indian Restaurant,The Spice Indian Restaurant
4675,The Spice Of Life,The Spice Of Life
10306,The Spoke,The Spoke
5971,The Spotted Horse,The Spotted Horse
5558,The Spread Eagle,The Spread Eagle
8238,The Springbok,The Springbok
2409,The Springfield Bar and Grill,The Springfield Bar and Grill
8655,The Spurstowe Arms,The Spurstowe Arms
119,The Square,The Square
5939,The Square Pig,The Square Pig
7972,The Square Tavern,The Square Tavern
6886,The Squirrel,The Squirrel
994,The Stable,The Stable
5405,The Stag,The Stag
9770,The Stag and Hounds,The Stag and Hounds
1917,The Stage Door Pub & Kitchen,The Stage Door Pub & Kitchen
2322,The Stags Head 104 New Cavendish Street W1W,The Stags Head 104 New Cavendish Street W1W
3479,The Stanhope Arms,The Stanhope Arms
6494,The Stapleton Tavern,The Stapleton Tavern
9112,The Star,The Star
9601,The Star Of Kings,The Star Of Kings
6807,The Star Pub,The Star Pub
5494,The Star Tavern,The Star Tavern
2299,The Star and Anchor,The Star and Anchor
5778,The Star of Bethnal Green,The Star of Bethnal Green
1695,The Starting Gate,The Starting Gate
2328,The Station Cafe,The Station Cafe
5712,The Station House Pub,The Station House Pub
5283,The Steam Engine,The Steam Engine
10076,The Steam Passage Tavern,The Steam Passage Tavern
1396,The Step,The Step
5743,The Sterling,The Sterling
5594,The Stockpot Restaurant,The Stockpot Restaurant
6093,The Stoke House,The Stoke House
4947,The Stonemasons Arms,The Stonemasons Arms
10827,The Stonhouse,The Stonhouse
8022,The Store,The Store
2278,The Stormbird,The Stormbird
6307,The Sugar Loaf,The Sugar Loaf
2723,The Sultan,The Sultan
3732,The Summerhouse,The Summerhouse
8762,The Sun,The Sun
6811,The Sun & 13 Cantons,The Sun & 13 Cantons
4184,The Sun In Splendour,The Sun In Splendour
10417,The Sun Inn,The Sun Inn
9758,The Sun Of Camberwell,The Sun Of Camberwell
2326,The Sun Tavern,The Sun Tavern
7639,The Sundarban Restaurant,The Sundarban Restaurant
5706,The Surprise,The Surprise
10470,The Surrey Docks,The Surrey Docks
3436,The Sushi Chef,The Sushi Chef
3057,The Swan,The Swan
9440,"The Swan, Wimbledon","The Swan, Wimbledon"
8841,The Sweet Spot,The Sweet Spot
6469,The Sydney Arms,The Sydney Arms
7086,The Tabernacle Bar & Kitchen,The Tabernacle Bar & Kitchen
3565,The Table Cafe,The Table Cafe
7670,The Taj Mahal,The Taj Mahal
2098,The Talbot,The Talbot
5093,The Tale of India,The Tale of India
7890,The Tankard by Draft House,The Tankard by Draft House
1161,The Tapestry Tapas Bar,The Tapestry Tapas Bar
1479,The Taproom,The Taproom
8390,The Tasting Room Canary Wharf,The Tasting Room Canary Wharf
10372,The Tea Terrace,The Tea Terrace
2494,The Teapot,The Teapot
6533,The Telegraph,The Telegraph
11019,The Telegraph Pub,The Telegraph Pub
3307,The Telegraph at the Earl of Derby,The Telegraph at the Earl of Derby
3451,The Temple Bar,The Temple Bar
731,The Temple Brew House,The Temple Brew House
4330,The Ten Bells,The Ten Bells
3815,The Tenten Kitchen,The Tenten Kitchen
4271,The Terrace,The Terrace
5575,The Terrace Eatery,The Terrace Eatery
8658,The Terrace Restaurant,The Terrace Restaurant
2089,The Test Kitchen by Adam Simmonds,The Test Kitchen by Adam Simmonds
8237,The Thai,The Thai
1807,The Thai Grocer,The Thai Grocer
9571,The Thai Orchard Restaurant and Bar,The Thai Orchard Restaurant and Bar
8850,The Thali Thal,The Thali Thal
10724,The Thames,The Thames
1605,The Theatre Cafe,The Theatre Cafe
9264,The Theodore Bullfrog,The Theodore Bullfrog
9660,The Thirsty Bear,The Thirsty Bear
3360,The Thomas Cubitt,The Thomas Cubitt
6936,The Thornbury Castle,The Thornbury Castle
904,The Three Crowns,The Three Crowns
4950,The Three Greyhounds,The Three Greyhounds
11062,The Three Hammers,The Three Hammers
6349,The Three Johns,The Three Johns
1659,The Three Lions,The Three Lions
6909,The Three Lords,The Three Lords
9125,The Tiffin Tin,The Tiffin Tin
3792,The Tiger,The Tiger
9342,The Tin Shed,The Tin Shed
800,The Tipperary,The Tipperary
4673,The Tiroler Hut Restaurant,The Tiroler Hut Restaurant
6010,The Tokenhouse,The Tokenhouse
2179,The Tollington Arms,The Tollington Arms
9904,The Tommy Tucker,The Tommy Tucker
4731,The Tommyfield,The Tommyfield
11461,The Tophams Hotel,The Tophams Hotel
8310,The Trader,The Trader
5586,The Trading House,The Trading House
10539,The Trafalgar,The Trafalgar
10311,The Trafalgar Arms,The Trafalgar Arms
3809,The Trafalgar Dining Rooms,The Trafalgar Dining Rooms
1461,The Tree House,The Tree House
6153,The Trinity,The Trinity
4534,The Twins Healthy Habitat,The Twins Healthy Habitat
5169,The Two Brewers,The Two Brewers
10955,The Two Sportsmen,The Two Sportsmen
8338,The Umi,The Umi
6534,The Understudy,The Understudy
9339,The Union Chiswick,The Union Chiswick
6612,The Union Jack,The Union Jack
10214,The Union Paddington,The Union Paddington
6714,The Union Regents Place,The Union Regents Place
5510,The Union Tavern,The Union Tavern
4945,The Upper Deck Restaurant & Bar at the Novotel London ExCeL,The Upper Deck Restaurant & Bar at the Novotel London ExCeL
7400,The Urban Retreat Cafe,The Urban Retreat Cafe
3007,The Uxbridge Arms,The Uxbridge Arms
5703,The Vanbrugh,The Vanbrugh
10555,The Vault Bar,The Vault Bar
2355,The Vaults at the RSA,The Vaults at the RSA
6380,The Vauxhall Griffin,The Vauxhall Griffin
221,The Victoria,The Victoria
7395,The Victoria Hotel,The Victoria Hotel
7560,The Victoria Inn,The Victoria Inn
3991,The Village,The Village
9150,The Village Deli,The Village Deli
9943,The Village Inn,The Village Inn
687,The Village Kitchen,The Village Kitchen
2203,The Village Restaurante,The Village Restaurante
4520,The Village Tandoori,The Village Tandoori
942,The Vincent Rooms,The Vincent Rooms
10167,The Vine,The Vine
8141,The Vineyard,The Vineyard
2143,The Vintage Fish,The Vintage Fish
5503,The Vintry,The Vintry
4495,The Volunteer,The Volunteer
3339,The Vurger Co,The Vurger Co
1873,The W. B. Yeats,The W. B. Yeats
2263,The Wagon @ cave,The Wagon @ cave
1983,The Waiting Room,The Waiting Room
11282,The Wallace,The Wallace
5304,The Walmer Castle,The Walmer Castle
10040,The Walnut Tree Leytonstone,The Walnut Tree Leytonstone
1310,The Walpole,The Walpole
7260,The Walrus,The Walrus
1550,The Walrus Room,The Walrus Room
4802,The Walrus and The Carpenter,The Walrus and The Carpenter
10109,The Wandle,The Wandle
11483,The Warrington Hotel,The Warrington Hotel
4715,The Warwick,The Warwick
6025,The Warwick Castle,The Warwick Castle
5263,The Washington,The Washington
10052,The Watch House,The Watch House
2002,The Watch House Tower Bridge,The Watch House Tower Bridge
4006,The Water Poet,The Water Poet
6659,The Waterhouse Restaurant,The Waterhouse Restaurant
9300,The Watermill Restaurant & Grill,The Watermill Restaurant & Grill
9175,The Waterside,The Waterside
3741,The Waterway,The Waterway
1273,The Wellesley Afternoon Tea,The Wellesley Afternoon Tea
3236,The Wellington,The Wellington
2248,The Wellington Fulham,The Wellington Fulham
524,The Wells Tavern,The Wells Tavern
2175,The Westbury,The Westbury
4253,The Wet Fish Cafe,The Wet Fish Cafe
11373,The Wharf,The Wharf
5696,The Wheatsheaf,The Wheatsheaf
5864,The Whippet Inn Bar & Bistro,The Whippet Inn Bar & Bistro
6258,The White Bear,The White Bear
4723,The White Hart,The White Hart
8106,The White Hart Beer House & Kitchen,The White Hart Beer House & Kitchen
1450,The White Hart Pub & Steakhouse,The White Hart Pub & Steakhouse
4553,The White Horse,The White Horse
6499,The White Horse - Appold Street,The White Horse - Appold Street
8039,The White Horse Pub,The White Horse Pub
6438,The White Lion,The White Lion
513,The White Onion,The White Onion
4410,The White Swan,The White Swan
6604,The White Swan Pub,The White Swan Pub
5898,The Whitechapel Refectory,The Whitechapel Refectory
10716,The Whitehall,The Whitehall
10914,The Wibbas Down Inn,The Wibbas Down Inn
6384,The Wigmore,The Wigmore
3807,The Wilds Cafe,The Wilds Cafe
9931,The William Blake,The William Blake
8983,The William IV,The William IV
11111,The William Morris,The William Morris
1503,The Williams Ale & Cider House,The Williams Ale & Cider House
11124,The Willow Walk Pub,The Willow Walk Pub
273,The Wilmington,The Wilmington
6525,The Winchester,The Winchester
1084,The Winchmore,The Winchmore
3186,The Windmill,The Windmill
3953,The Windmill Mayfair,The Windmill Mayfair
1851,The Windmill Pub,The Windmill Pub
4667,The Windsor Castle,The Windsor Castle
6094,The Windsor Castle Pub,The Windsor Castle Pub
5527,The Wine Bar,The Wine Bar
1647,The Wine Library,The Wine Library
2943,The Wine Pantry,The Wine Pantry
9129,The Wine Parlour,The Wine Parlour
7954,The Wine Stores,The Wine Stores
262,The Winter Garden,The Winter Garden
2813,The Wolseley,The Wolseley
9126,The Woodbine,The Woodbine
5466,The Woodman,The Woodman
6667,The Woodstock Tavern,The Woodstock Tavern
10750,The Woolpack,The Woolpack
3903,The World's End,The World's End
5482,The World's End Market - The World's End Distillery,The World's End Market - The World's End Distillery
7079,The Wrestlers,The Wrestlers
166,The Yacht London,The Yacht London
5965,The Yard,The Yard
9477,The Yardbird,The Yardbird
818,The Yellow House Bar & Kitchen,The Yellow House Bar & Kitchen
6046,The York,The York
5216,The Yorkshire Grey,The Yorkshire Grey
900,The Zetter Townhouse Cocktail Lounge,The Zetter Townhouse Cocktail Lounge
7698,The grill factory,The grill factory
822,The old fire station,The old fire station
3573,The original crispy candy co,The original crispy candy co
3584,TheAtlas Pub,TheAtlas Pub
7273,Theatre Royal Bar,Theatre Royal Bar
164,Theo Randall at the InterContinental,Theo Randall at the InterContinental
5088,Theo's Simple Italian at The Hotel Indigo,Theo's Simple Italian at The Hotel Indigo
760,Thirty Six,Thirty Six
6843,Thistle Royal Trafalgar,Thistle Royal Trafalgar
5904,Thiwanya Thai Restaurant,Thiwanya Thai Restaurant
1178,Thomas's at Burberry Regent Street,Thomas's at Burberry Regent Street
4527,Thoy Juice,Thoy Juice
8129,Threadneedle Bar,Threadneedle Bar
6951,Three Compasses,Three Compasses
6302,Three Crowns,Three Crowns
6821,Three Eight Four,Three Eight Four
7589,Three Kings,Three Kings
6405,Three Little Birds,Three Little Birds
4366,Three O Two at H10 London Waterloo,Three O Two at H10 London Waterloo
7868,Three Restaurant & Bar,Three Restaurant & Bar
3904,Three Stags,Three Stags
3720,Three Tuns,Three Tuns
8003,Thunderbird,Thunderbird
4572,Thyme,Thyme
5519,Thyme&Lemon,Thyme&Lemon
5704,Tia Maria Restaurant & Music Bar,Tia Maria Restaurant & Music Bar
10420,Tian Fu,Tian Fu
1570,Tian Hu,Tian Hu
7673,Tian Tian,Tian Tian
8486,Tian Tsin,Tian Tsin
4031,Tibb's Frankie,Tibb's Frankie
70,Tibits,Tibits
3705,Tierra Peru,Tierra Peru
2898,Tierra Verde,Tierra Verde
3034,Tiffin,Tiffin
6611,Tiffin Box,Tiffin Box
7617,Tiffin Express,Tiffin Express
7297,Tiffin Planet,Tiffin Planet
10876,Tiffin Tin,Tiffin Tin
6195,Tiffinbites - Russia Row,Tiffinbites - Russia Row
3794,Tiffins club,Tiffins club
2678,Tifinbox,Tifinbox
5605,Tiger Bay Shisha Lounge,Tiger Bay Shisha Lounge
2152,Tiger Cafe,Tiger Cafe
288,Tiger Green Brasserie,Tiger Green Brasserie
11356,Tiger Tiger,Tiger Tiger
5497,Tiles Wine Bar,Tiles Wine Bar
4980,Timmy Green,Timmy Green
2710,Tim’s Bistro,Tim’s Bistro
5957,Ting Tong Thai,Ting Tong Thai
2977,Ting at the Shangri la Hotel,Ting at the Shangri la Hotel
11264,Tinseltown,Tinseltown
11118,Tinseltown - Gt Portland St,Tinseltown - Gt Portland St
11297,Tinseltown Ealing,Tinseltown Ealing
10371,Tinseltown Hampstead,Tinseltown Hampstead
11410,Tinseltown Wood Green,Tinseltown Wood Green
7492,Tiosk,Tiosk
9237,Tip Top Thai,Tip Top Thai
1848,Tippy's Cafe,Tippy's Cafe
5041,TiramisU,TiramisU
1641,Tiramisu Cafe,Tiramisu Cafe
11075,Tito's,Tito's
10187,Toast,Toast
2017,Toast Rack,Toast Rack
5038,Toast in the City,Toast in the City
7779,Tobiko,Tobiko
10938,Toby Carvery,Toby Carvery
8111,Tod's Grill,Tod's Grill
4604,Toff's,Toff's
2064,Tofu,Tofu
8062,Together Thai,Together Thai
6115,Tohbang,Tohbang
10895,Toi & Moi Cafe,Toi & Moi Cafe
10247,Tokimeite,Tokimeite
3465,Tokyo Diner,Tokyo Diner
6376,Tokyo Retro,Tokyo Retro
1220,Tokyo Sukiyaki-Tei,Tokyo Sukiyaki-Tei
7149,Toll Gate,Toll Gate
7901,Tolli Patisserie,Tolli Patisserie
8078,Tollington's,Tollington's
8257,Tom Bell Fish Bar,Tom Bell Fish Bar
5146,Tom Cribb,Tom Cribb
9096,Tom Dixon,Tom Dixon
1617,Tom Simmons - Tower Bridge,Tom Simmons - Tower Bridge
3988,Tom Yum Goong Thai Restaurant,Tom Yum Goong Thai Restaurant
6358,Tom's Deli,Tom's Deli
3279,Tom's Kitchen,Tom's Kitchen
11303,Tom's Kitchen Somerset House,Tom's Kitchen Somerset House
6789,Tomatello,Tomatello
4249,Tombo,Tombo
1362,"Tommi's Burger Joint, Berwick St, Soho","Tommi's Burger Joint, Berwick St, Soho"
4007,"Tommi's Burger Joint, Thayer St, Marylebone","Tommi's Burger Joint, Thayer St, Marylebone"
872,Tommi’s Burger Joint,Tommi’s Burger Joint
386,Tomo Pizzeria & Restaurant,Tomo Pizzeria & Restaurant
1325,Tomoe,Tomoe
1829,Tong Kanom,Tong Kanom
1706,Tongue & Brisket,Tongue & Brisket
3612,Tongue at October Gallery Cafe,Tongue at October Gallery Cafe
2392,Tonis Amalfi,Tonis Amalfi
3104,Tonkotsu,Tonkotsu
9935,Tonkotsu East,Tonkotsu East
7797,Tonkotsu Mare Street,Tonkotsu Mare Street
11212,Tonkotsu Soho,Tonkotsu Soho
10894,Tonteria,Tonteria
4773,Tony's Cafe,Tony's Cafe
4533,Too Many Cooks,Too Many Cooks
5189,Toomai,Toomai
4660,Tootoomoo Crouch End,Tootoomoo Crouch End
6965,Tootoomoo Islington,Tootoomoo Islington
5501,Tootoomoo Whetstone,Tootoomoo Whetstone
3749,Top 1 Forever Restaurant,Top 1 Forever Restaurant
10775,Top Floor at Peter Jones,Top Floor at Peter Jones
5624,Top Meadow,Top Meadow
8389,Top Taste Chinese Restaurant,Top Taste Chinese Restaurant
10499,Tophams Restaurant & Bar,Tophams Restaurant & Bar
10226,Topolski Bar and Cafe,Topolski Bar and Cafe
2620,Toprak Ocakbasi,Toprak Ocakbasi
8139,Tops Pizza,Tops Pizza
4584,Toro Gordo,Toro Gordo
176,TortelliniCup London,TortelliniCup London
1604,Tortilla,Tortilla
6745,Tortilla - Canary Wharf,Tortilla - Canary Wharf
8426,Tortilla Pancras Square,Tortilla Pancras Square
5967,Tortilla Stratford,Tortilla Stratford
5928,Tosa,Tosa
8540,Tossed,Tossed
4769,Tostato,Tostato
3855,Tota,Tota
8628,Totally Espresso,Totally Espresso
781,Totide,Totide
6410,Toucan,Toucan
4574,Toulouse Lautrec,Toulouse Lautrec
10036,Touro,Touro
7003,Tower Bar and Grill,Tower Bar and Grill
11134,Tower Hill Diner,Tower Hill Diner
4180,Tower Tandoori,Tower Tandoori
363,Town House,Town House
5673,Town Of Ramsgate,Town Of Ramsgate
6916,Towpath Cafe,Towpath Cafe
72,Tozi Restaurant & Bar,Tozi Restaurant & Bar
675,Trade,Trade
10242,Trade Union,Trade Union
3329,Trader Vic's,Trader Vic's
2454,Traders Wine,Traders Wine
7427,Trafalgar Cafe,Trafalgar Cafe
11345,Trafalgar Tavern,Trafalgar Tavern
6285,Trailer Happiness,Trailer Happiness
11506,Tramshed,Tramshed
6042,Trangallan,Trangallan
1212,Translate,Translate
3604,Tratra,Tratra
6865,Trattoria Bardigiana,Trattoria Bardigiana
11292,Trattoria Da Aldo,Trattoria Da Aldo
1738,Trattoria Da Luigi,Trattoria Da Luigi
1773,Trattoria Monte Bianco,Trattoria Monte Bianco
10240,Trattoria N16,Trattoria N16
46,Trattoria Raffaele,Trattoria Raffaele
915,Trattoria Terra,Trattoria Terra
3874,Trattoria Verdi Restaurant,Trattoria Verdi Restaurant
9253,Travancore,Travancore
11418,Travellers Tavern,Travellers Tavern
6656,Trawler Trash,Trawler Trash
3811,Tre Rote,Tre Rote
6822,Treasure Beach Grill,Treasure Beach Grill
3041,Tredwells,Tredwells
2535,Trents London,Trents London
1741,Treves & Hyde,Treves & Hyde
6701,Trevi,Trevi
1165,Tried And True,Tried And True
2949,Trieste Pizza Wimbledon,Trieste Pizza Wimbledon
9763,Trinity Arms,Trinity Arms
308,Trinity Restaurant,Trinity Restaurant
1948,Trio Pizzeria,Trio Pizzeria
8552,Trip Kitchen & Bar,Trip Kitchen & Bar
1299,Triphal Indian Cuisine,Triphal Indian Cuisine
3263,Trishna,Trishna
3052,Troia,Troia
3671,Troubadour London,Troubadour London
6840,Troy,Troy
7227,Troy Bar,Troy Bar
4430,Troy Cafe,Troy Cafe
6040,Truckles of Pied Bull Yard,Truckles of Pied Bull Yard
7940,True Flavours,True Flavours
2565,Trufflesecco,Trufflesecco
3857,Trullo,Trullo
10370,Truly Indian,Truly Indian
4455,Truly Scrumptious Chalk Farm Road,Truly Scrumptious Chalk Farm Road
2516,Truly Splendid vintage tearoom,Truly Splendid vintage tearoom
7320,Tses,Tses
1497,Tsiakkos & Charcoal,Tsiakkos & Charcoal
8236,Tsubaki,Tsubaki
6185,Tsukiji Sushi,Tsukiji Sushi
4165,Tsunami,Tsunami
5815,TuJacks,TuJacks
1596,Tuana Restaurant,Tuana Restaurant
3250,Tudor Barn,Tudor Barn
10418,Tufnell Park Tavern,Tufnell Park Tavern
9889,Tuk Tuk,Tuk Tuk
10665,Tuk Tuk Noodle Bar,Tuk Tuk Noodle Bar
9146,Tuk Tuk Thai Noodle Bar,Tuk Tuk Thai Noodle Bar
10705,TukTuk,TukTuk
4259,Tukdin,Tukdin
978,Tulse Hill Hotel,Tulse Hill Hotel
2111,Tummy Kom4ort Nigerian Restaurant (African Cuisine),Tummy Kom4ort Nigerian Restaurant (African Cuisine)
5930,Tumnan Thai,Tumnan Thai
9632,Tupelo Honey,Tupelo Honey
3806,Tupi,Tupi
5427,Turie,Turie
6290,Turks Head,Turks Head
1171,Turkuaz,Turkuaz
4154,Turtle Bay,Turtle Bay
4376,Tuscanic,Tuscanic
8423,Tuscanic Belgravia,Tuscanic Belgravia
1759,Tuttis,Tuttis
8663,Tutto Tucci,Tutto Tucci
11512,Tuttons Brasserie,Tuttons Brasserie
2609,Tuyo,Tuyo
574,Twist,Twist
11429,Two Brothers,Two Brothers
8584,Two Brothers Fish Bar & Kebab,Two Brothers Fish Bar & Kebab
5730,Two Chairmen Public House,Two Chairmen Public House
867,Two Point,Two Point
8431,Two Sisters Tandoori,Two Sisters Tandoori
6632,TwoRuba Bar,TwoRuba Bar
8601,Txotx,Txotx
364,Typing Room,Typing Room
7877,Tyson's Kitchen,Tyson's Kitchen
4835,Tziganos,Tziganos
5654,ULI,ULI
8415,US Pizza,US Pizza
8929,Uchi,Uchi
2025,Udaya Restaurant - London's Premier Kerala Restaurant,Udaya Restaurant - London's Premier Kerala Restaurant
1816,Uffizzi,Uffizzi
4508,Ugarit Restaurant,Ugarit Restaurant
2272,Ugly Dumpling,Ugly Dumpling
8432,Ukai,Ukai
8857,Ultimate Jerk Centre,Ultimate Jerk Centre
154,Umami,Umami
3321,Umana Yana,Umana Yana
3939,Umu,Umu
2728,Umut Ocakbasi,Umut Ocakbasi
7472,Uncle Nam's,Uncle Nam's
2905,Undersolo Urban Diner,Undersolo Urban Diner
939,Uni,Uni
3173,Union Street Cafe,Union Street Cafe
247,Union Tavern,Union Tavern
1864,Union Theatre Cafe,Union Theatre Cafe
1635,Union Viet,Union Viet
11301,Uno,Uno
2389,Uno Organic and Natural Food,Uno Organic and Natural Food
7598,Untitled,Untitled
4221,Unwined,Unwined
10146,Upper Crust,Upper Crust
6983,Upper Deck Bar,Upper Deck Bar
8177,Upper Deck Cafe,Upper Deck Cafe
2720,Upstairs,Upstairs
7905,Uptown Burger,Uptown Burger
9880,Urban Karahi,Urban Karahi
11173,Urban Meadow Cafe & Bar,Urban Meadow Cafe & Bar
5481,Urban Orient,Urban Orient
1713,Urban Pantry,Urban Pantry
2948,Urfa Ocakbasi Restaurant,Urfa Ocakbasi Restaurant
8157,Usha's,Usha's
7601,Usmania Grill Restaurant,Usmania Grill Restaurant
3657,Uyghur Restaurant,Uyghur Restaurant
3606,Uzbek Corner,Uzbek Corner
8938,V Buffet,V Buffet
2007,VBurger Camden,VBurger Camden
5870,VOC,VOC
3847,VQ Bloomsbury,VQ Bloomsbury
5302,VQ Chelsea,VQ Chelsea
6456,VQ Notting Hill,VQ Notting Hill
5581,Vadi,Vadi
2129,Vagabond Wines,Vagabond Wines
6846,Vale Victoria,Vale Victoria
9489,Valencia,Valencia
